JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2451991.48,10.3,,,Vis.,MVR,K,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2451995.3,9.8,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2451995.3,9.4,,,Vis.,HZR,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2451996.5756,9.8,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2451996.6507,9.7,,,Vis.,MKE,,92,99,SB1939,,,,V,,,,T UMI,,STD,,,,
2451997.271,9.88,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2451997.273,9.86,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2451997.439,9.87,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2451998.43,10.5,,,Vis.,MVR,K,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2451998.5770,9.8,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2451999.37,10.3,,,Vis.,MVR,K,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452000.38,9.8,,,Vis.,MVR,K,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452001.3,9.7,,,Vis.,VFK,,96,99,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452001.335,9.95,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452001.5,10.2,,,Vis.,KOS,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2452002.3,9.9,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452002.302,10.5,,,Vis.,LTO,,10.4,,S/B/1939,,,,V,,,,T UMI,,STD,,,,
2452002.308,9.97,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452002.310,9.95,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452002.3243,9.9,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452004.285,10.02,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452004.287,10.00,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452004.3028,10.2,,,Vis.,SBX,,99,104,SB1939,,,,V,,,,T UMI,MCSE,STD,,,,
2452004.423,10.01,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452004.425,10.01,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452005.322,10.06,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452005.324,10.04,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452007.3,10.2,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452011.363,10.1,,,Vis.,DPA,,,,,,,,V,,,,T UMI,,STD,,,,
2452012.3,10.4,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452012.341,10.42,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452012.343,10.42,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452012.427,10.46,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452012.429,10.46,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452013.4,11.2,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452013.432,10.4,,,Vis.,HHU,,,,,,,,V,,,,T UMI,,STD,,,,
2452013.6,10.5,,,Vis.,WC,,,,,,,,V,,,,T UMI,,STD,,,,
2452014.322,10.55,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452014.324,10.55,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452014.413,10.55,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452014.415,10.54,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452016.305,10.65,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452016.307,10.64,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452016.353,10.68,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452016.355,10.68,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452017.6097,10.7,,,Vis.,MKE,,104,109,SB1939,,,,V,,,,T UMI,,STD,,,,
2452018.4,10.7,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452018.4,11.0,,,Vis.,VFK,,104,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452019.3,11.0,,,Vis.,VFK,,104,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452019.363,11.0,,,Vis.,DPA,,,,,,,,V,,,,T UMI,,STD,,,,
2452019.5270,10.6,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452021.4,11.2,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452021.8122,10.7,,,Vis.,SDX,,104,109,SB1939,,,,V,,,,T UMI,,STD,,,,
2452023.369,11.3,,,Vis.,LTO,,11.5,,S/B/1939,,,,V,,,,T UMI,,STD,,,,
2452023.4,10.7,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452023.4,11.0,,,Vis.,VFK,,104,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452024.337,10.99,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452024.339,10.99,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452024.4,11.0,,,Vis.,VFK,,104,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452025.326,11.00,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452025.328,11.00,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452025.6,11.7,,,Vis.,WC,,,,,,,,V,,,,T UMI,,STD,,,,
2452026.3396,11.0,,,Vis.,SBX,,104,115,SB1939,,,,V,,,,T UMI,MCSE,STD,,,,
2452026.4,11.1,,,Vis.,VFK,,104,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452027.6521,11.5,,,Vis.,MKE,HM,115,115,SD1943,,,,V,,,,T UMI,,STD,,,,
2452027.700,10.8,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2452028.3618,11.3,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452028.4,11.3,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452029.325,11.27,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452029.327,11.28,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452030.362,11.28,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452030.364,11.29,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452031.7,11.7,,,Vis.,MLI,,115,121,SD1943,,,,V,,,,T UMI,,STD,,,,
2452032.349,11.40,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452032.351,11.39,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452036.4,12.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452037.4,12.2,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452039.338,11.85,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452039.340,11.89,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452039.3666,11.9,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452039.4,12.4,,,Vis.,VFK,,121,126,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452040.76,12.3,,,Vis.,KBO,,,,,,,,V,,,,T UMI,,STD,,,,
2452041.4,12.1,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452041.4,12.2,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452041.4590,12.2,,,Vis.,HHU,,12.1-12.6,,PE0383,,,,V,,,,T UMI,,STD,,,,
2452042.4,12.2,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452042.4,12.4,,,Vis.,NFD,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452042.5,<12.1,,,Vis.,VED,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452042.7,<11.6,,,Vis.,WPF,,115,115,SD1943,,,,V,,,,T UMI,,STD,,,,
2452042.8326,12.3,,,Vis.,MKE,,122,126,SD1943,,,,V,,,,T UMI,,STD,,,,
2452043.364,12.12,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452043.366,12.11,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452044.348,12.09,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452044.350,12.10,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452044.7,13.0,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2452046.3458,<11.5,,,Vis.,SBX,,115,,SB1939,,,,V,,,,T UMI,MCSE,STD,,,,
2452046.4,12.3,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452046.444,12.29,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452046.446,12.29,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452048.7576,12.4,,,Vis.,SDX,,121,126,SD1943,,,,V,,,,T UMI,,STD,,,,
2452049.398,12.54,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452049.400,12.56,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452049.5041,12.5,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452049.5674,12.4,,,Vis.,HHU,,11.6-12.6,,PE0383,,,,V,,,,T UMI,,STD,,,,
2452050.380,12.44,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452050.382,12.43,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452050.4,12.5,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452050.4,12.5,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452050.5007,12.1,,,Vis.,DPA,,10.9  11.5,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452052.376,12.54,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452052.378,12.56,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452052.4,12.7,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452052.4,12.7,,,Vis.,VFK,,126,129,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452053.4916,12.5,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452053.5,12.7,,,Vis.,VFK,,126,129,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452054.380,12.56,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452069.4146,13.1,,,Vis.,DPA,,12.9  13.6,,SE0383,,,,V,,,,T UMI,,STD,,,,
2452069.4618,13.2,,,Vis.,HHU,,12.9-13.6,,PE0383,,,,V,,,,T UMI,,STD,,,,
2452069.5000,13.3,,,Vis.,POX,,129,136,PE83,,,,V,,,,T UMI,,STD,,,,
2452070.6,13.3,,,Vis.,MLI,,129,136,SD1943,,,,V,,,,T UMI,,STD,,,,
2452070.700,13.4,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2452071.6958,13.1,,,Vis.,MKE,,126,129,SE1983,136 NOT,,,V,,,,T UMI,,STD,,,,
2452073.4,13.4,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452073.4562,13.2,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452074.4,13.2,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452076.4076,13.1,,,Vis.,DPA,,12.9  13.6,,SE0383,,,,V,,,,T UMI,,STD,,,,
2452079.4395,13.3,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452079.7576,13.3,,,Vis.,ABB,,129,136,SD 1943,     =,,,V,,,,T UMI,,STD,,,,
2452082.4444,13.4,,,Vis.,HHU,,12.9-13.6,,PE0383,,,,V,,,,T UMI,,STD,,,,
2452083.4,13.7,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452085.453,<11.5,,,Vis.,LTO,,11.5,,S/B/1939,,,,V,,,,T UMI,,STD,,,,
2452090.4,13.7,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452093.4,13.4,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452096.7,13.7,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2452104.5,13.2,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452110.5,12.8,,,Vis.,CSM,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2452113.4,13.5,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452113.4,13.3,,,Vis.,VFK,,129,136,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452117.4,13.6,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452118.4319,13.2,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452120.4,13.1,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452123.4,13.6,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452123.4,13.1,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452125.7,13.6,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2452132.3708,12.5,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452132.4,13.9,,,Vis.,CMG,,,,,,,,T,,,,T UMI,KNVWS,STD,,,,
2452136.3,12.3,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452136.4,12.8,,,Vis.,VFK,,126,129,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452137.4,12.6,,,Vis.,VFK,,126,129,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452140.8,12.3,,,Vis.,SRB,,121,126,SD1943,,,,V,,,,T UMI,,STD,,,,
2452141.3680,12.4,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452142.4,13.8,,,Vis.,CMG,,,,,,,,T,,,,T UMI,KNVWS,STD,,,,
2452143.3,12.3,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452145.3451,12.3,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452145.6694,12.4,,,Vis.,HK,,,,,,,,V,,,,T UMI,,STD,,,,
2452146.3354,11.9,,,Vis.,DPA,,11.5,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452147.4,13.8,,,Vis.,CMG,,,,,,,,T,,,,T UMI,KNVWS,STD,,,,
2452148.3375,12.3,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452148.4,11.9,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452149.3305,12.2,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452149.4,12.3,,,Vis.,VFK,,121,126,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452150.3,12.1,,,Vis.,VFK,,121,126,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452151.3298,12.2,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452157.4,12.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452157.6,12.1,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2452159.3250,11.5,,,Vis.,DPA,,11.5  11.6,,SE0383,,,,V,,,,T UMI,,STD,,,,
2452161.3,11.6,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452161.3256,11.9,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452162.3,11.3,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452163.3333,11.3,,,Vis.,POX,,115,,PE83,,,,V,,,,T UMI,,STD,,,,
2452163.6694,11.7,,,Vis.,MKE,,116,121,SD1943,,,,V,,,,T UMI,,STD,,,,
2452165.3,11.5,,,Vis.,VFK,,115,116,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452166.3,11.6,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452166.3,11.7,,,Vis.,VFK,,116,,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452167.5,11.0,,,Vis.,KOS,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2452172.3,11.5,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452174.5,11.6,,,Vis.,VFK,,115,116,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452175.3,11.5,,,Vis.,VFK,,115,116,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452175.4826,11.7,,,Vis.,HHU,,11.6-12.6,,PE0383,,,,V,,,,T UMI,,STD,,,,
2452177.3,11.3,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452178.3,11.5,,,Vis.,CJE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452180.5743,11.4,,,Vis.,MKE,,109,115S,SD1943,,,,V,,,,T UMI,,STD,,,,
2452185.2743,11.4,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452186.3,11.1,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452186.5792,11.5,,,Vis.,HK,,,,,,,,V,,,,T UMI,,STD,,,,
2452187.2534,11.2,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452187.3,11.5,,,Vis.,VFK,,115,116,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452188.3,11.3,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452189.5,10.4,,,Vis.,HCS,,,,,,,,T,,,,T UMI,MCSE,STD,,,,
2452190.3,11.3,,,Vis.,KOS,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2452190.4,11.3,,,Vis.,VFK,,104,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452191.3,10.9,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452191.3611,11.1,,,Vis.,VDL,,109,115,SB1939,,,,V,,,,T UMI,,STD,,,,
2452192.3,11.2,,,Vis.,VFK,,104,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452192.3034,11.2,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452194.4965,11.4,,,Vis.,HHU,,10.7-11.5,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452194.7,11.1,,,Vis.,VFK,,104,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452195.3,11.2,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452195.5,9.4,,,Vis.,SJQ,,,,,,,,T,,,,T UMI,MCSE,STD,,,,
2452197.2576,11.1,,,Vis.,DPA,,10.9  11.5,,SE0383,,,,V,,,,T UMI,,STD,,,,
2452198.3,11.1,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452200.3,11.2,,,Vis.,VFK,,104,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452200.6,11.3,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2452202.6,11.2,,,Vis.,VFK,,109,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452203.4,11.1,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452208.3,10.8,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452209.4,10.6,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452209.6409,11.2,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452213.2,11.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452216.6,9.8,,,Vis.,KRS,,,,,,,,T,,,,T UMI,,STD,,,,
2452217.2,11.1,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452218.5,9.2,,,Vis.,SJQ,,,,,,,,T,,,,T UMI,MCSE,STD,,,,
2452219.16,10.7,,,Vis.,MVR,K,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452219.2534,10.7,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452219.3,10.9,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452219.4,10.3,,,Vis.,VFK,,99,104,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452220.15,10.4,,,Vis.,MVR,K,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452222.6896,10.5,,,Vis.,MKE,,104,109,SB1939,,,,V,,,,T UMI,,STD,,,,
2452223.3,10.7,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452223.4826,10.6,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452224.3,10.1,,,Vis.,VFK,,99,104,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452227.3,10.6,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452227.3,10.1,,,Vis.,VFK,,99,104,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452228.2,10.1,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452228.2,10.1,,,Vis.,VFK,,99,104,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452228.2152,10.5,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452228.2646,10.5,,,Vis.,VDL,,104,109,SB1939,,,,V,,,,T UMI,,STD,,,,
2452230.2201,10.5,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452232.3056,10.2,,,Vis.,MZS,,,,,118011920,,,V,,,,T UMI,MCSE,STD,,,,
2452233.5,10.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452234.3,10.0,,,Vis.,VFK,,99,104,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452236.3222,10.5,,,Vis.,VDL,,104,109,SB1939,,,,V,,,,T UMI,,STD,,,,
2452240.4,10.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452242.7,9.7,,,Vis.,VFK,,93,99,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452245.4,10.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452246.2,10.0,,,Vis.,VFK,,99,104,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452249.27,10.0,,,Vis.,MVR,K,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452250.3,9.6,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452250.4,10.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452251.25,10.2,,,Vis.,MVR,K,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452252.4083,11.0,,,Vis.,HHU,,10.7-11.5,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452253.2,10.0,,,Vis.,VFK,,99,104,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452255.2,10.1,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452255.2,10.6,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452260.2,10.3,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452260.2,10.7,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452260.3354,10.2,,,Vis.,HHU,,9.9-10.7,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452264.2270,11.2,,,Vis.,EPE,,109,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452264.4,10.7,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452265.3,11.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452265.7118,11.1,,,Vis.,EPE,,109,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452275.1923,11.7,,,Vis.,EPE,,115,121,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452276.2,11.2,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452278.3153,11.8,,,Vis.,HHU,,11.5-12.1,,PE0383,,,,V,,,,T UMI,,STD,,,,
2452278.3180,11.8,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452280.229,11.7,,,Vis.,LTO,,11.5,,S/B/1939,,,,V,,,,T UMI,,STD,,,,
2452284.2,12.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452294.3,12.6,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452299.7138,12.3,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452306.2688,12.5,,,Vis.,HHU,,11.6-12.6,,PE0383,,,,V,,,,T UMI,,STD,,,,
2452308.3,12.7,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452308.5,12.6,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452315.4,12.8,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452319.4,13.2,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452320.3,12.9,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452321.3757,12.8,,,Vis.,DPA,,13.0  13.5,,SE0383,,,,V,,,,T UMI,,STD,,,,
